dataset_name,dataset_id,recording_idx,cell_num,target_fps,actual_fps,model,evaluation_mode,status,error_message,tolerance_sec,tolerance_bins,burst_gap_sec,n_true_events,n_predicted_events,n_predicted_events_from_model,n_matched_events,TP,FP,FN,precision,recall,F1,mean_abs_timing_error_sec,median_abs_timing_error_sec,mean_signed_timing_error_sec,median_signed_timing_error_sec,std_timing_error_sec,mean_timing_score,total_timing_score,timing_weighted_recall
data.1.train.preprocessed.mat,1,1,1,10,10.0000194883485,SimpleBaseline,burst_onsets,ok,,0.1,1,0.1,882,540,540,345,345,195,537,0.638888888888889,0.391156462585034,0.485232067510549,0.0797099895859305,0.0999998051168947,0.0692752273128633,0.0999998051168947,0.0564016579651469,0.202900104140694,70.0005359285394,0.0793656869938089
data.1.train.preprocessed.mat,1,1,1,10,10.0000194883485,OASIS,spike_bins,ok,,0.1,1,0.1,1285,515,515,477,477,38,808,0.92621359223301,0.371206225680934,0.53,0.0293500476234073,0,0.020125746941765,0,0.050351448644502,0.706499523765928,337.000272836348,0.262257021662527
data.1.train.preprocessed.mat,1,1,1,10,10.0000194883485,OASIS,burst_onsets,ok,,0.1,1,0.1,882,515,515,427,427,88,455,0.829126213592233,0.484126984126984,0.611309949892627,0.0672129837670931,0.0999998051168947,0.0559717878757326,0.0999998051168947,0.0599738928039239,0.327870162329068,140.000559314512,0.158730792873596
data.1.train.preprocessed.mat,1,2,2,100,100.000434442974,SimpleBaseline,spike_bins,ok,,0.1,10,0.1,969,1659,1659,413,413,1246,556,0.248945147679325,0.426212590299278,0.314307458143075,0.0433170030956163,0.0399998262235652,0.00331717687205111,0,0.0528495172993419,0.566829969043837,234.100777215105,0.241590069365433
data.1.train.preprocessed.mat,1,2,2,100,100.000434442974,SimpleBaseline,burst_onsets,ok,,0.1,10,0.1,414,1659,1659,318,318,1341,96,0.191681735985533,0.768115942028985,0.306801736613603,0.047609856055407,0.0399998262235652,-0.00396224693723995,-0.00499997827794565,0.0559742763526481,0.523901439445929,166.600657743806,0.402417047690352
data.1.train.preprocessed.mat,1,2,2,100,100.000434442974,OASIS,spike_bins,ok,,0.1,10,0.1,969,3112,3112,435,435,2677,534,0.139781491002571,0.448916408668731,0.213183043371723,0.0411952233290971,0.0399998262235652,0.00533331016314203,0,0.0525746395765687,0.588047766709029,255.800778518428,0.263984291556685
data.1.train.preprocessed.mat,1,2,2,100,100.000434442974,OASIS,burst_onsets,ok,,0.1,10,0.1,414,3112,3112,335,335,2777,79,0.107647814910026,0.809178743961353,0.190017016449234,0.0455520409083287,0.0399998262235652,-0.000358207399017003,0,0.0544473709423488,0.544479590916712,182.400662957099,0.440581311490576
data.1.train.preprocessed.mat,1,2,2,50,50.0002172214872,SimpleBaseline,spike_bins,ok,,0.1,5,0.1,806,1508,1508,391,391,1117,415,0.259283819628647,0.485111662531017,0.337942955920484,0.0446545374592998,0.0399998262235652,0.00854216237766674,0,0.0541379795074176,0.553454625407002,216.400758534138,0.268487293466672
data.1.train.preprocessed.mat,1,2,2,50,50.0002172214872,SimpleBaseline,burst_onsets,ok,,0.1,5,0.1,414,1508,1508,315,315,1193,99,0.208885941644562,0.760869565217391,0.327783558792924,0.0497775615226589,0.0399998262235652,0.00444442513595169,0,0.0582157346074212,0.50222438477341,158.200681203624,0.382127249284116
data.1.train.preprocessed.mat,1,2,2,50,50.0002172214872,OASIS,spike_bins,ok,,0.1,5,0.1,806,2111,2111,364,364,1747,442,0.172430127901468,0.451612903225806,0.249571477545423,0.0404943295697357,0.0399998262235652,0.0126922525517082,0.0199999131117826,0.051515681851184,0.595056704302643,216.600640366162,0.268735285814097
data.1.train.preprocessed.mat,1,2,2,50,50.0002172214872,OASIS,burst_onsets,ok,,0.1,5,0.1,414,2111,2111,304,304,1807,110,0.144007579346281,0.734299516908213,0.240792079207921,0.0468419017618066,0.0399998262235652,0.0138157294522182,0.0199999131117826,0.0544145525346122,0.531580982381933,161.600618644108,0.390339658560647
data.1.train.preprocessed.mat,1,2,2,20,20.0000868885949,SimpleBaseline,spike_bins,ok,,0.1,2,0.1,598,1037,1037,321,321,716,277,0.309546769527483,0.536789297658863,0.392660550458716,0.0478191068949942,0.0499997827794565,0.0250777726713162,0,0.0567509388159947,0.521808931050057,167.500666867068,0.280101449610482
data.1.train.preprocessed.mat,1,2,2,20,20.0000868885949,SimpleBaseline,burst_onsets,ok,,0.1,2,0.1,411,1037,1037,268,268,769,143,0.258437801350048,0.652068126520681,0.370165745856354,0.054477375267169,0.0499997827794565,0.0272386876335845,0.0499997827794565,0.0607736682796676,0.455226247328309,122.000634283987,0.296838526238411
data.1.train.preprocessed.mat,1,2,2,20,20.0000868885949,OASIS,spike_bins,ok,,0.1,2,0.1,598,1143,1143,283,283,860,315,0.247594050743657,0.473244147157191,0.325100516944285,0.0429326756728195,0.0499997827794565,0.0220847097082405,0,0.0539063689328965,0.570673243271804,161.500527845921,0.270067772317593
data.1.train.preprocessed.mat,1,2,2,20,20.0000868885949,OASIS,burst_onsets,ok,,0.1,2,0.1,411,1143,1143,242,242,901,169,0.21172353455818,0.588807785888078,0.311454311454311,0.0537187748870194,0.0499997827794565,0.0293387155152183,0.0499997827794565,0.0578554216651651,0.462812251129806,112.000564773413,0.272507456869618
data.1.train.preprocessed.mat,1,2,2,10,10.0000434442974,SimpleBaseline,spike_bins,ok,,0.1,1,0.1,516,755,755,258,258,497,258,0.341721854304636,0.5,0.405979543666404,0.0616276392397952,0.0999995655589131,0.0445734497646318,0.0999995655589131,0.0647471508148898,0.383723607602047,99.0006907613282,0.191861803801024
data.1.train.preprocessed.mat,1,2,2,10,10.0000434442974,SimpleBaseline,burst_onsets,ok,,0.1,1,0.1,408,755,755,217,217,538,191,0.287417218543046,0.531862745098039,0.3731728288908,0.0705066061313995,0.0999995655589131,0.0493085415428742,0.0999995655589131,0.0681225612455124,0.294933938686005,64.0006646948631,0.156864374252115
data.1.train.preprocessed.mat,1,2,2,10,10.0000434442974,OASIS,spike_bins,ok,,0.1,1,0.1,516,637,637,264,264,373,252,0.414442700156986,0.511627906976744,0.457935819601041,0.0541664313444112,0.0999995655589131,0.0314392573537492,0,0.0666710576934316,0.458335686555887,121.000621250754,0.234497328005338
data.1.train.preprocessed.mat,1,2,2,10,10.0000434442974,OASIS,burst_onsets,ok,,0.1,1,0.1,408,637,637,229,229,408,179,0.359497645211931,0.561274509803922,0.438277511961722,0.0685586541168094,0.0999995655589131,0.042357894581723,0.0999995655589131,0.0713010840611634,0.314413458831906,72.0006820725065,0.176472259981634
data.1.train.preprocessed.mat,1,3,3,100,99.9990156156295,SimpleBaseline,spike_bins,ok,,0.1,10,0.1,317,916,916,185,185,731,132,0.201965065502183,0.583596214511041,0.300081103000811,0.0421085226178234,0.0400003937576243,-0.00308111141106025,0,0.0517494741053207,0.578915252716174,107.099321752492,0.337852750007862
data.1.train.preprocessed.mat,1,3,3,100,99.9990156156295,SimpleBaseline,burst_onsets,ok,,0.1,10,0.1,182,916,916,146,146,770,36,0.15938864628821,0.802197802197802,0.265938069216758,0.0429456282295041,0.0400003937576243,-0.0133562958608506,-0.0200001968788121,0.0496096837887541,0.570544257098964,83.2994615364488,0.457689349101367
data.1.train.preprocessed.mat,1,3,3,100,99.9990156156295,OASIS,spike_bins,ok,,0.1,10,0.1,317,1572,1572,199,199,1373,118,0.126590330788804,0.627760252365931,0.210693488618317,0.0464326178794533,0.0400003937576243,-0.00371862957043241,0,0.0562130039484068,0.535674662145117,106.599257766878,0.336275261094253
data.1.train.preprocessed.mat,1,3,3,100,99.9990156156295,OASIS,burst_onsets,ok,,0.1,10,0.1,182,1572,1572,164,164,1408,18,0.104325699745547,0.901098901098901,0.187001140250855,0.0493907300970665,0.0500004921970303,-0.0106098605393698,-0.0100000984394061,0.0569979791883182,0.506093539365728,82.9993404559793,0.456040332175711
data.1.train.preprocessed.mat,1,3,3,50,49.9995078078148,SimpleBaseline,spike_bins,ok,,0.1,5,0.1,289,791,791,174,174,617,115,0.219974715549937,0.602076124567474,0.322222222222222,0.0441383655256544,0.0400003937576243,1.27611841910938e-18,0,0.0551618933010196,0.558617645953996,97.1994703959953,0.336330347390987
data.1.train.preprocessed.mat,1,3,3,50,49.9995078078148,SimpleBaseline,burst_onsets,ok,,0.1,5,0.1,182,791,791,140,140,651,42,0.176991150442478,0.769230769230769,0.287769784172662,0.0447147258790586,0.0400003937576243,-0.00957152279200295,-0.0200001968788121,0.0525317196069803,0.552853655289614,77.3995117405459,0.425272042530472
data.1.train.preprocessed.mat,1,3,3,50,49.9995078078148,OASIS,spike_bins,ok,,0.1,5,0.1,289,1131,1131,172,172,959,117,0.152077807250221,0.595155709342561,0.242253521126761,0.04244227826027,0.0400003937576243,0.00127908235852868,0,0.0536028430402225,0.575578247577132,98.9994585832666,0.342558680218916
data.1.train.preprocessed.mat,1,3,3,50,49.9995078078148,OASIS,burst_onsets,ok,,0.1,5,0.1,182,1131,1131,148,148,983,34,0.130857648099027,0.813186813186813,0.225437928408225,0.0479734452160697,0.0400003937576243,0.000675682326986897,0,0.0574954597118745,0.520266745075323,76.9994782711479,0.423074056434878
data.1.train.preprocessed.mat,1,3,3,20,19.9998031231259,SimpleBaseline,spike_bins,ok,,0.1,2,0.1,250,484,484,133,133,351,117,0.274793388429752,0.532,0.362397820163488,0.0488726615459695,0.0500004921970303,0.0150377420141445,0,0.0599832149715956,0.511276049065582,67.9997145257224,0.27199885810289
data.1.train.preprocessed.mat,1,3,3,20,19.9998031231259,SimpleBaseline,burst_onsets,ok,,0.1,2,0.1,179,484,484,111,111,373,68,0.229338842975207,0.620111731843575,0.334841628959276,0.0572077703515572,0.0500004921970303,0.0175677405016593,0.0500004921970303,0.0652444676864685,0.427925577797963,47.4997391355739,0.265361671148458
data.1.train.preprocessed.mat,1,3,3,20,19.9998031231259,OASIS,spike_bins,ok,,0.1,2,0.1,250,588,588,136,136,452,114,0.231292517006803,0.544,0.324582338902148,0.0411768759269662,0.0500004921970303,0.0080883149142255,0,0.0545086359506726,0.58823312266016,79.9997046817818,0.319998818727127
data.1.train.preprocessed.mat,1,3,3,20,19.9998031231259,OASIS,burst_onsets,ok,,0.1,2,0.1,179,588,588,120,120,468,59,0.204081632653061,0.670391061452514,0.312907431551499,0.0529171875751904,0.0500004921970303,0.0154168184274177,0,0.0631117788123439,0.470831159463116,56.4997391355739,0.315641000757396
data.1.train.preprocessed.mat,1,3,3,10,9.99990156156295,SimpleBaseline,spike_bins,ok,,0.1,1,0.1,215,337,337,98,98,239,117,0.29080118694362,0.455813953488372,0.355072463768116,0.0642863471104676,0.100000984394061,0.0459188193646197,0.100000984394061,0.0660658592201234,0.357142857142857,35,0.162790697674419
data.1.train.preprocessed.mat,1,3,3,10,9.99990156156295,SimpleBaseline,burst_onsets,ok,,0.1,1,0.1,179,337,337,85,85,252,94,0.252225519287834,0.474860335195531,0.329457364341085,0.0741183766685391,0.100000984394061,0.0529416976203851,0.100000984394061,0.068293172193868,0.258823529411765,22,0.122905027932961
data.1.train.preprocessed.mat,1,3,3,10,9.99990156156295,OASIS,spike_bins,ok,,0.1,1,0.1,215,288,288,114,114,174,101,0.395833333333333,0.530232558139535,0.453280318091451,0.0508776938145221,0.100000984394061,0.0228072420547858,0,0.0678827728449666,0.491228070175439,56,0.26046511627907
data.1.train.preprocessed.mat,1,3,3,10,9.99990156156295,OASIS,burst_onsets,ok,,0.1,1,0.1,179,288,288,103,103,185,76,0.357638888888889,0.575418994413408,0.441113490364026,0.062136533992426,0.100000984394061,0.031068266996213,0,0.0728006388175453,0.378640776699029,39,0.217877094972067
data.1.train.preprocessed.mat,1,4,4,100,100.000299811739,SimpleBaseline,spike_bins,ok,,0.1,10,0.1,907,1289,1289,524,524,765,383,0.406516679596586,0.577728776185226,0.477231329690346,0.0424235369313934,0.0399998800756638,-0.000744272577743744,0,0.0513377722504866,0.575764630686067,301.700666479499,0.332635795457
data.1.train.preprocessed.mat,1,4,4,100,100.000299811739,SimpleBaseline,burst_onsets,ok,,0.1,10,0.1,569,1289,1289,441,441,848,128,0.342125678820791,0.775043936731107,0.47470398277718,0.0471880671414151,0.0499998500945797,-0.00247164791850757,0,0.0549586192821484,0.528119328585849,232.900623906359,0.409315683490965
data.1.train.preprocessed.mat,1,4,4,100,100.000299811739,OASIS,spike_bins,ok,,0.1,10,0.1,907,2807,2807,602,602,2205,305,0.214463840399002,0.663726571113561,0.324178782983306,0.0388869266017977,0.0299999100567478,0.00207640573482474,0.00999997001891594,0.0499466519876254,0.611130733982024,367.900701857178,0.405623706568003
data.1.train.preprocessed.mat,1,4,4,100,100.000299811739,OASIS,burst_onsets,ok,,0.1,10,0.1,569,2807,2807,508,508,2299,61,0.180976131100819,0.892794376098418,0.300947867298578,0.0415156235627829,0.0299999100567478,-0.00155511344782354,0,0.0518354110499593,0.584843764372171,297.100632301063,0.522145223727703
data.1.train.preprocessed.mat,1,4,4,50,50.0001499058697,SimpleBaseline,spike_bins,ok,,0.1,5,0.1,868,1142,1142,499,499,643,369,0.436952714535902,0.574884792626728,0.496517412935323,0.0438074838904815,0.0399998800756638,0.00781560783041526,0,0.0530573424713014,0.561925161095186,280.400655386498,0.323042229707947
data.1.train.preprocessed.mat,1,4,4,50,50.0001499058697,SimpleBaseline,burst_onsets,ok,,0.1,5,0.1,565,1142,1142,425,425,717,140,0.37215411558669,0.752212389380531,0.497949619214997,0.0492233818342874,0.0399998800756638,0.00847056283955232,0.0199999400378319,0.0573942322437091,0.507766181657126,215.800627204279,0.381948012750936
data.1.train.preprocessed.mat,1,4,4,50,50.0001499058697,OASIS,spike_bins,ok,,0.1,5,0.1,868,2153,2153,523,523,1630,345,0.242916860195077,0.602534562211982,0.346242965905329,0.0379348767065569,0.0199999400378319,0.00619501010732077,0,0.0495790790828607,0.620651232934432,324.600594824708,0.373963818922475
data.1.train.preprocessed.mat,1,4,4,50,50.0001499058697,OASIS,burst_onsets,ok,,0.1,5,0.1,565,2153,2153,450,450,1703,115,0.20901068276823,0.79646017699115,0.33112582781457,0.0420887627018373,0.0399998800756638,0.00599998201134957,0.0199999400378319,0.0524201078804474,0.579112372981627,260.600567841732,0.461239943082712
data.1.train.preprocessed.mat,1,4,4,20,20.0000599623479,SimpleBaseline,spike_bins,ok,,0.1,2,0.1,769,805,805,412,412,393,357,0.511801242236025,0.535760728218466,0.523506988564168,0.0457522900137295,0.0499998500945797,0.0270630256579885,0.0499998500945797,0.0525676380203327,0.542477099862705,223.500565143434,0.290637926064284
data.1.train.preprocessed.mat,1,4,4,20,20.0000599623479,SimpleBaseline,burst_onsets,ok,,0.1,2,0.1,550,805,805,360,360,445,190,0.447204968944099,0.654545454545455,0.531365313653137,0.0551387235765226,0.0499998500945797,0.0337498988138413,0.0499998500945797,0.0567806354001631,0.448612764234774,161.500595124519,0.293637445680943
data.1.train.preprocessed.mat,1,4,4,20,20.0000599623479,OASIS,spike_bins,ok,,0.1,2,0.1,769,1049,1049,444,444,605,325,0.4232602478551,0.577373211963589,0.488448844884489,0.0376124998459226,0.0499998500945797,0.0175675148980956,0,0.0502357033417101,0.623875001540774,277.000500684104,0.360208713503386
data.1.train.preprocessed.mat,1,4,4,20,20.0000599623479,OASIS,burst_onsets,ok,,0.1,2,0.1,550,1049,1049,384,384,665,166,0.36606291706387,0.698181818181818,0.480300187617261,0.0444009085475304,0.0499998500945797,0.0212238947016055,0.0249999250472898,0.0535798895139308,0.555990914524696,213.500511177483,0.388182747595424
data.1.train.preprocessed.mat,1,4,4,10,10.0000299811739,SimpleBaseline,spike_bins,ok,,0.1,1,0.1,693,592,592,341,341,251,352,0.576013513513513,0.492063492063492,0.530739299610895,0.0601171218145973,0.0999997001891594,0.0536655282540064,0.0999997001891594,0.0560438768525438,0.398828781854027,136.000614612223,0.196249083134521
data.1.train.preprocessed.mat,1,4,4,10,10.0000299811739,SimpleBaseline,burst_onsets,ok,,0.1,1,0.1,539,592,592,287,287,305,252,0.484797297297297,0.532467532467532,0.507515473032714,0.0738673743557554,0.0999997001891594,0.0655050300890661,0.0999997001891594,0.0557371583416049,0.261326256442447,75.0006355989822,0.139147746936887
data.1.train.preprocessed.mat,1,4,4,10,10.0000299811739,OASIS,spike_bins,ok,,0.1,1,0.1,693,506,506,363,363,143,330,0.717391304347826,0.523809523809524,0.605504587155963,0.0404957463575935,0,0.0300274581835217,0,0.0561837177966173,0.595042536424065,216.000440721936,0.311688947650701
data.1.train.preprocessed.mat,1,4,4,10,10.0000299811739,OASIS,burst_onsets,ok,,0.1,1,0.1,539,506,506,324,324,182,215,0.640316205533597,0.601113172541744,0.620095693779904,0.0555553889939775,0.0999997001891594,0.0432097469953158,0,0.0608264689654146,0.444446110060226,144.000539659513,0.26716241124214
data.1.train.preprocessed.mat,1,5,5,100,100.000188500412,SimpleBaseline,spike_bins,ok,,0.1,10,0.1,1029,1222,1222,491,491,731,538,0.401800327332242,0.477162293488824,0.436250555308752,0.0368838408607734,0.029999943449983,-0.00189409011598671,0,0.0463116005839264,0.631161591392266,309.900341373603,0.30116651251079
data.1.train.preprocessed.mat,1,5,5,100,100.000188500412,SimpleBaseline,burst_onsets,ok,,0.1,10,0.1,465,1222,1222,352,352,870,113,0.288052373158756,0.756989247311828,0.417308832246592,0.0471590020141778,0.0499999057499717,-0.00477271827613366,-0.00999998114999433,0.0549275053393139,0.528409979858222,186.000312910094,0.400000672924933
data.1.train.preprocessed.mat,1,5,5,100,100.000188500412,OASIS,spike_bins,ok,,0.1,10,0.1,1029,1836,1836,507,507,1329,522,0.276143790849673,0.492711370262391,0.353926701570681,0.0325048696946561,0.0199999622999887,0.00161735395325352,0,0.0445147305898571,0.674951303053439,342.200310648093,0.332556181387846
data.1.train.preprocessed.mat,1,5,5,100,100.000188500412,OASIS,burst_onsets,ok,,0.1,10,0.1,465,1836,1836,374,374,1462,91,0.203703703703704,0.804301075268817,0.325076053889613,0.0388769320644165,0.029999943449983,-0.00203208173101489,0,0.0496543588844935,0.611230679355835,228.600274079082,0.491613492643188
data.1.train.preprocessed.mat,1,5,5,50,50.000094250206,SimpleBaseline,spike_bins,ok,,0.1,5,0.1,964,1074,1074,452,452,622,512,0.420856610800745,0.468879668049793,0.443572129538763,0.0368583376015278,0.0399999245999773,0.00296459618163549,0,0.0467958653743196,0.631416623984722,285.400314041094,0.296058417055077
data.1.train.preprocessed.mat,1,5,5,50,50.000094250206,SimpleBaseline,burst_onsets,ok,,0.1,5,0.1,460,1074,1074,330,330,744,130,0.307262569832402,0.717391304347826,0.430247718383312,0.0470302143781551,0.0399999245999773,0.00218181406908967,0,0.0552646383448364,0.529697856218448,174.800292552088,0.3800006359828
data.1.train.preprocessed.mat,1,5,5,50,50.000094250206,OASIS,spike_bins,ok,,0.1,5,0.1,964,1374,1374,472,472,902,492,0.343522561863173,0.489626556016597,0.403763900769889,0.0330931579582439,0.0199999622999887,0.00461863536164993,0,0.0460758994021657,0.66906842041756,315.800294437088,0.327593666428515
data.1.train.preprocessed.mat,1,5,5,50,50.000094250206,OASIS,burst_onsets,ok,,0.1,5,0.1,460,1374,1374,353,353,1021,107,0.256914119359534,0.767391304347826,0.38495092693566,0.0418696094608828,0.0399999245999773,0.00334276990283097,0,0.0530343957743353,0.581303905391172,205.200278603084,0.446087562180617
data.1.train.preprocessed.mat,1,5,5,20,20.0000377000824,SimpleBaseline,spike_bins,ok,,0.1,2,0.1,834,704,704,353,353,351,481,0.501420454545455,0.42326139088729,0.459037711313394,0.033144413443324,0,0.0175637062691119,0,0.0468041709971382,0.66855586556676,236.000220545066,0.282973885545643
data.1.train.preprocessed.mat,1,5,5,20,20.0000377000824,SimpleBaseline,burst_onsets,ok,,0.1,2,0.1,445,704,704,265,265,439,180,0.376420454545455,0.595505617977528,0.461270670147955,0.0524527313150646,0.0499999057499717,0.0316980534565858,0.0499999057499717,0.0576934340647531,0.475472686849354,126.000262015079,0.28314665621366
data.1.train.preprocessed.mat,1,5,5,20,20.0000377000824,OASIS,spike_bins,ok,,0.1,2,0.1,834,456,456,341,341,115,493,0.74780701754386,0.408872901678657,0.528682170542636,0.02976533978664,0,0.00835775550659351,0,0.0458154116547799,0.7023466021336,239.500191327558,0.28717049319851
data.1.train.preprocessed.mat,1,5,5,20,20.0000377000824,OASIS,burst_onsets,ok,,0.1,2,0.1,445,456,456,259,259,197,186,0.567982456140351,0.582022471910112,0.574916759156493,0.0467180586544137,0.0499999057499717,0.0169883849652413,0,0.0575752874472992,0.532819413455863,138.000228085069,0.310112872101278
data.1.train.preprocessed.mat,1,5,5,10,10.0000188500412,SimpleBaseline,spike_bins,ok,,0.1,1,0.1,690,462,462,283,283,179,407,0.612554112554113,0.410144927536232,0.491319444444444,0.0466430216183481,0,0.0353356224381425,0,0.0585474126015398,0.533569783816519,151.000248820075,0.218840940318949
data.1.train.preprocessed.mat,1,5,5,10,10.0000188500412,SimpleBaseline,burst_onsets,ok,,0.1,1,0.1,428,462,462,191,191,271,237,0.413419913419913,0.446261682242991,0.429213483146067,0.0691098173716886,0.0999998114999433,0.0492145669162025,0.0999998114999433,0.0671752996046073,0.308901826283114,59.0002488200748,0.137851048645034
data.1.train.preprocessed.mat,1,5,5,10,10.0000188500412,OASIS,spike_bins,ok,,0.1,1,0.1,690,295,295,261,261,34,429,0.884745762711864,0.378260869565217,0.52994923857868,0.0283524369769954,0,0.0153256416091867,0,0.0510917259340951,0.716475630230046,187.000139490042,0.271014694913104
data.1.train.preprocessed.mat,1,5,5,10,10.0000188500412,OASIS,burst_onsets,ok,,0.1,1,0.1,428,295,295,188,188,107,240,0.63728813559322,0.439252336448598,0.520055325034578,0.0617020113510289,0.0999998114999433,0.0382978001489145,0.0499999057499717,0.0687649637777923,0.382979886489711,72.0002186600657,0.168224809953425
data.1.train.preprocessed.mat,1,6,6,100,100.000016742325,SimpleBaseline,spike_bins,ok,,0.1,10,0.1,2444,1592,1592,1003,1003,589,1441,0.630025125628141,0.410392798690671,0.497026759167493,0.0339581199377518,0.0299999949773034,0.00147557303311429,0,0.0435433515988585,0.660418800622482,662.40005702435,0.271031119895397
data.1.train.preprocessed.mat,1,6,6,100,100.000016742325,SimpleBaseline,burst_onsets,ok,,0.1,10,0.1,870,1592,1592,664,664,928,206,0.417085427135678,0.763218390804598,0.539398862713241,0.0460090284415973,0.049999991628839,-0.00251505981988437,0,0.0540557111742839,0.539909715584027,358.500051147794,0.412069024307809
data.1.train.preprocessed.mat,1,6,6,100,100.000016742325,OASIS,spike_bins,ok,,0.1,10,0.1,2444,2953,2953,1132,1132,1821,1312,0.383338977311209,0.463175122749591,0.419492310542894,0.0336572381812502,0.0199999966515356,0.00342756126360239,0,0.0452197726530063,0.663427618187498,751.000063788248,0.307283168489463
data.1.train.preprocessed.mat,1,6,6,100,100.000016742325,OASIS,burst_onsets,ok,,0.1,10,0.1,870,2953,2953,771,771,2182,99,0.261090416525567,0.886206896551724,0.403348155898509,0.0431776840810389,0.0399999933030712,-0.00123216581186503,0,0.0530195837072557,0.568223159189611,438.10005573519,0.503563282454242
