model,target_fps,optimization_mode,n_validation_recordings,mean_F1,median_F1,std_F1,mean_precision,mean_recall,mean_median_abs_timing_error_sec,median_median_abs_timing_error_sec,mean_signed_timing_error_sec,mean_timing_weighted_recall,median_timing_weighted_recall,smoothing_window_sec,derivative_weight,amplitude_weight,event_score_threshold,baseline_min_event_distance_sec,ar_model,method,optimize_b,optimize_pars,oasis_threshold_z,oasis_min_event_distance_sec,mlspike_use_autocalibration,mlspike_a,mlspike_tau,mlspike_sigma,mlspike_saturation,mlspike_drift_parameter,mlspike_amin,mlspike_amax,mlspike_taumin,mlspike_taumax
SimpleBaseline,100,burst_onsets,14,0.382390404165305,0.341853992721045,0.124313437951975,0.389996462546639,0.461155019938997,0.0432141759020946,0.0400002022447069,0.00910455671570011,0.266222974357396,0.245821788381993,0.1,0.5,0.5,1.1,0.15,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SimpleBaseline,100,burst_onsets,14,0.323782937593924,0.275463420283536,0.14596297177101,0.310165999415853,0.471032466553852,0.0489284940208576,0.0474996349500822,-0.00978270958871123,0.244994207178818,0.257892836482852,0.1,0.5,0.5,1.2,0.03,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SimpleBaseline,100,burst_onsets,14,0.351212868845194,0.318762626104686,0.133082422530456,0.344884196364997,0.466726058793681,0.0453570607607037,0.0474996349500822,-0.00410032374254312,0.255700030903608,0.254067695926664,0.1,0.5,0.5,1.2,0.05,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SimpleBaseline,100,burst_onsets,14,0.374484091433086,0.334889629593321,0.123094073778139,0.383509158928752,0.457428845812037,0.0421427512183975,0.0399999976875287,0.00380481195191574,0.264832909828952,0.262126886285675,0.1,0.5,0.5,1.2,0.08,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SimpleBaseline,100,burst_onsets,14,0.37650236243638,0.333364895081466,0.122799373312917,0.387783472932169,0.455912101716359,0.0410713271988834,0.0399999976875287,0.00485987311197711,0.266812165148366,0.26198914223773,0.1,0.5,0.5,1.2,0.1,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SimpleBaseline,100,burst_onsets,14,0.375812867274186,0.324520534989871,0.1211801241196,0.408995200314139,0.425601569775938,0.0432141726398562,0.0424998326074886,0.00888119472433976,0.247604459613432,0.227246323979074,0.1,0.5,0.5,1.2,0.15,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SimpleBaseline,100,burst_onsets,14,0.312761940665171,0.269007888055507,0.134702182264504,0.316872177542036,0.421955218190908,0.0492856322794959,0.0499996027605503,-0.00865657724874623,0.221810055712247,0.220236862178576,0.1,0.5,0.5,1.3,0.03,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SimpleBaseline,100,burst_onsets,14,0.338455110121727,0.295165857605178,0.12338445197697,0.351918922988,0.418538204386006,0.047142759562242,0.0474999669629854,-0.00308546203644532,0.230091031113523,0.216411721622388,0.1,0.5,0.5,1.3,0.05,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SimpleBaseline,100,burst_onsets,14,0.360162597670528,0.315208600922887,0.115517505944778,0.391751897143055,0.409544701064284,0.0424998894770358,0.0399999976875287,0.00505132722068116,0.237049293863997,0.220236873447622,0.1,0.5,0.5,1.3,0.08,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SimpleBaseline,100,burst_onsets,14,0.36150343037645,0.314947868834747,0.115635351687147,0.395718105805375,0.407943333232237,0.0421427420348405,0.0399999976875287,0.00588379942267423,0.238181516167611,0.218431728713064,0.1,0.5,0.5,1.3,0.1,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
